time,location,temperature_2m,precipitation,rain,wind_speed_10m,wind_gusts_10m,weather_code
2026-01-01T00:00,Brussels,0.6,0.0,0.0,16.3,32.4,0
2026-01-01T01:00,Brussels,0.2,0.0,0.0,16.5,32.8,1
2026-01-01T02:00,Brussels,0.3,0.0,0.0,16.2,33.8,1
2026-01-01T03:00,Brussels,0.4,0.0,0.0,17.3,35.3,1
2026-01-01T04:00,Brussels,0.2,0.0,0.0,17.8,36.7,0
2026-01-01T05:00,Brussels,0.0,0.0,0.0,17.4,36.4,1
2026-01-01T06:00,Brussels,0.5,0.0,0.0,19.3,40.0,1
2026-01-01T07:00,Brussels,1.1,0.0,0.0,20.5,43.2,0
2026-01-01T08:00,Brussels,1.3,0.0,0.0,20.5,45.0,3
2026-01-01T09:00,Brussels,1.7,0.0,0.0,21.9,47.2,3
2026-01-01T10:00,Brussels,2.0,0.0,0.0,22.9,50.0,3
2026-01-01T11:00,Brussels,2.7,0.0,0.0,21.6,50.0,3
2026-01-01T12:00,Brussels,3.4,0.0,0.0,21.8,47.5,3
2026-01-01T13:00,Brussels,4.2,0.0,0.0,20.9,48.2,3
2026-01-01T14:00,Brussels,4.3,0.0,0.0,20.5,50.8,3
2026-01-01T15:00,Brussels,4.3,0.0,0.0,19.7,47.2,3
2026-01-01T16:00,Brussels,4.4,0.1,0.1,18.3,43.2,51
2026-01-01T17:00,Brussels,4.2,0.1,0.1,19.2,41.8,51
2026-01-01T18:00,Brussels,4.0,0.0,0.0,19.8,43.6,3
2026-01-01T19:00,Brussels,3.9,0.0,0.0,20.4,44.6,3
2026-01-01T20:00,Brussels,3.6,0.0,0.0,20.2,45.7,3
2026-01-01T21:00,Brussels,3.6,0.1,0.1,20.9,45.4,51
2026-01-01T22:00,Brussels,3.3,0.1,0.1,20.1,45.0,51
2026-01-01T23:00,Brussels,2.7,0.3,0.3,21.3,44.6,51
2026-01-02T00:00,Brussels,2.7,0.3,0.3,21.9,46.1,51
2026-01-02T01:00,Brussels,2.6,0.2,0.2,22.8,47.9,51
2026-01-02T02:00,Brussels,2.8,0.2,0.2,21.6,49.0,51
2026-01-02T03:00,Brussels,2.1,0.3,0.2,19.5,44.6,71
2026-01-02T04:00,Brussels,2.2,0.0,0.0,19.8,42.5,1
2026-01-02T05:00,Brussels,2.1,0.0,0.0,19.5,48.6,0
2026-01-02T06:00,Brussels,1.7,0.0,0.0,18.7,41.4,1
2026-01-02T07:00,Brussels,1.4,0.3,0.1,16.8,39.6,71
2026-01-02T08:00,Brussels,0.9,0.0,0.0,16.3,35.6,3
2026-01-02T09:00,Brussels,1.1,0.1,0.0,17.6,37.8,71
2026-01-02T10:00,Brussels,1.0,0.1,0.1,16.4,37.8,51
2026-01-02T11:00,Brussels,1.4,0.1,0.1,16.5,36.0,51
2026-01-02T12:00,Brussels,2.1,0.0,0.0,17.5,38.9,1
2026-01-02T13:00,Brussels,2.5,0.1,0.0,16.4,44.3,71
2026-01-02T14:00,Brussels,2.7,0.1,0.1,17.0,37.8,51
2026-01-02T15:00,Brussels,2.8,0.0,0.0,18.1,43.6,1
2026-01-02T16:00,Brussels,2.7,0.0,0.0,18.3,50.8,2
2026-01-02T17:00,Brussels,2.3,0.0,0.0,17.5,41.0,2
2026-01-02T18:00,Brussels,1.8,0.0,0.0,17.8,40.3,3
2026-01-02T19:00,Brussels,1.3,0.8,0.0,14.1,38.9,73
2026-01-02T20:00,Brussels,1.0,0.3,0.0,14.1,30.2,73
2026-01-02T21:00,Brussels,0.3,0.0,0.0,13.7,29.5,2
2026-01-02T22:00,Brussels,-0.1,0.0,0.0,14.8,30.6,1
2026-01-02T23:00,Brussels,-0.2,0.0,0.0,13.9,30.6,0
2026-01-03T00:00,Brussels,-0.6,0.0,0.0,14.0,28.4,0
2026-01-03T01:00,Brussels,-0.9,0.0,0.0,14.1,28.4,0
2026-01-03T02:00,Brussels,0.3,0.0,0.0,14.0,30.6,1
2026-01-03T03:00,Brussels,-0.1,0.0,0.0,15.5,32.0,3
2026-01-03T04:00,Brussels,0.2,0.0,0.0,17.3,37.1,3
2026-01-03T05:00,Brussels,0.5,0.0,0.0,18.0,39.2,3
2026-01-03T06:00,Brussels,0.3,0.0,0.0,17.3,39.2,1
2026-01-03T07:00,Brussels,-1.1,0.0,0.0,15.9,37.8,2
2026-01-03T08:00,Brussels,-0.4,0.0,0.0,16.8,34.9,2
2026-01-03T09:00,Brussels,-0.4,0.1,0.0,16.6,36.4,71
2026-01-03T10:00,Brussels,-0.4,0.1,0.0,15.3,36.0,71
2026-01-03T11:00,Brussels,0.0,0.1,0.0,15.9,34.6,71
2026-01-03T12:00,Brussels,1.1,0.0,0.0,16.7,38.9,0
2026-01-03T13:00,Brussels,1.5,0.0,0.0,20.0,43.9,1
2026-01-03T14:00,Brussels,1.4,0.0,0.0,21.1,46.4,2
2026-01-03T15:00,Brussels,1.3,0.0,0.0,20.0,48.2,3
2026-01-03T16:00,Brussels,1.5,0.0,0.0,14.9,50.8,3
2026-01-03T17:00,Brussels,1.0,0.0,0.0,15.3,36.4,3
2026-01-03T18:00,Brussels,0.2,0.3,0.0,12.4,33.1,73
2026-01-03T19:00,Brussels,-0.5,0.1,0.0,9.1,25.9,71
2026-01-03T20:00,Brussels,0.8,3.5,0.0,12.8,18.4,75
2026-01-03T21:00,Brussels,0.5,0.3,0.0,13.9,28.1,73
2026-01-03T22:00,Brussels,0.6,0.5,0.0,14.8,30.2,73
2026-01-03T23:00,Brussels,0.0,1.8,0.0,15.1,31.3,75
2026-01-04T00:00,Brussels,-0.4,0.0,0.0,15.4,31.3,2
2026-01-04T01:00,Brussels,-0.7,0.0,0.0,16.6,33.8,1
2026-01-04T02:00,Brussels,-0.3,0.0,0.0,15.6,33.5,1
2026-01-04T03:00,Brussels,-0.6,0.0,0.0,15.9,31.7,1
2026-01-04T04:00,Brussels,-0.9,0.0,0.0,15.7,32.0,1
2026-01-04T05:00,Brussels,-1.4,0.0,0.0,15.7,32.0,1
2026-01-04T06:00,Brussels,-1.5,0.0,0.0,15.9,32.4,0
2026-01-04T07:00,Brussels,-1.7,0.0,0.0,15.9,32.8,0
2026-01-04T08:00,Brussels,-1.6,0.0,0.0,15.7,32.4,1
2026-01-04T09:00,Brussels,-2.1,0.0,0.0,14.9,32.0,1
2026-01-04T10:00,Brussels,-2.6,0.0,0.0,14.5,30.6,0
2026-01-04T11:00,Brussels,-2.4,0.0,0.0,14.9,29.9,0
2026-01-04T12:00,Brussels,-1.3,0.0,0.0,13.7,31.7,1
2026-01-04T13:00,Brussels,-0.7,0.0,0.0,13.2,30.2,1
2026-01-04T14:00,Brussels,0.5,0.0,0.0,12.7,30.6,3
2026-01-04T15:00,Brussels,0.9,0.1,0.0,14.3,29.5,71
2026-01-04T16:00,Brussels,0.8,0.0,0.0,11.6,30.6,2
2026-01-04T17:00,Brussels,0.5,0.0,0.0,10.5,24.8,1
2026-01-04T18:00,Brussels,-0.9,0.0,0.0,10.6,22.0,0
2026-01-04T19:00,Brussels,-1.7,0.0,0.0,12.1,23.4,0
2026-01-04T20:00,Brussels,-1.7,0.0,0.0,12.5,24.8,3
2026-01-04T21:00,Brussels,-1.9,0.0,0.0,12.4,24.8,2
2026-01-04T22:00,Brussels,-2.3,0.0,0.0,11.8,24.8,0
2026-01-04T23:00,Brussels,-2.8,0.0,0.0,11.6,23.4,0
2026-01-05T00:00,Brussels,-3.1,0.0,0.0,11.8,23.4,0
2026-01-05T01:00,Brussels,-3.1,0.0,0.0,12.0,23.8,0
2026-01-05T02:00,Brussels,-3.2,0.0,0.0,11.6,24.5,0
2026-01-05T03:00,Brussels,-3.5,0.0,0.0,12.1,23.8,0
2026-01-05T04:00,Brussels,-3.7,0.0,0.0,11.7,23.8,0
2026-01-05T05:00,Brussels,-3.8,0.0,0.0,12.1,23.8,0
2026-01-05T06:00,Brussels,-3.6,0.0,0.0,12.5,24.5,0
2026-01-05T07:00,Brussels,-3.5,0.0,0.0,13.4,26.6,1
2026-01-05T08:00,Brussels,-3.0,0.0,0.0,14.2,27.7,3
2026-01-05T09:00,Brussels,-2.8,0.0,0.0,14.4,28.4,3
2026-01-05T10:00,Brussels,-2.7,0.0,0.0,15.6,31.3,1
2026-01-05T11:00,Brussels,-2.4,0.0,0.0,15.5,31.3,0
2026-01-05T12:00,Brussels,-1.5,0.0,0.0,16.3,33.8,1
2026-01-05T13:00,Brussels,-1.0,0.0,0.0,13.4,33.8,3
2026-01-05T14:00,Brussels,-1.1,0.1,0.0,14.8,32.4,71
2026-01-05T15:00,Brussels,-1.2,0.3,0.0,14.0,32.8,73
2026-01-05T16:00,Brussels,-0.9,0.0,0.0,13.8,30.2,3
2026-01-05T17:00,Brussels,-0.7,0.0,0.0,11.6,29.5,3
2026-01-05T18:00,Brussels,-1.5,0.0,0.0,11.9,24.5,2
2026-01-05T19:00,Brussels,-1.7,0.0,0.0,13.3,26.3,3
2026-01-05T20:00,Brussels,-1.5,0.0,0.0,13.9,28.8,3
2026-01-05T21:00,Brussels,-1.0,0.0,0.0,14.5,29.9,3
2026-01-05T22:00,Brussels,-0.9,0.0,0.0,14.4,30.6,3
2026-01-05T23:00,Brussels,-0.9,0.0,0.0,13.5,29.9,3
2026-01-06T00:00,Brussels,-1.3,0.0,0.0,12.3,27.7,3
2026-01-06T01:00,Brussels,-2.1,0.1,0.0,12.0,27.7,71
2026-01-06T02:00,Brussels,-1.6,0.1,0.0,9.7,29.5,71
2026-01-06T03:00,Brussels,-1.2,0.0,0.0,9.5,21.2,1
2026-01-06T04:00,Brussels,-0.8,0.0,0.0,9.6,20.9,0
2026-01-06T05:00,Brussels,-2.1,0.0,0.0,6.6,18.7,0
2026-01-06T06:00,Brussels,-2.5,0.0,0.0,6.8,12.6,1
2026-01-06T07:00,Brussels,-2.7,0.0,0.0,6.7,13.0,2
2026-01-06T08:00,Brussels,-1.8,0.0,0.0,7.7,13.7,3
2026-01-06T09:00,Brussels,-2.2,0.0,0.0,6.7,14.4,2
2026-01-06T10:00,Brussels,-2.2,0.0,0.0,8.8,16.9,2
2026-01-06T11:00,Brussels,-1.6,0.0,0.0,9.4,19.1,1
2026-01-06T12:00,Brussels,-0.4,0.0,0.0,9.1,20.5,0
2026-01-06T13:00,Brussels,0.2,0.0,0.0,8.2,20.5,0
2026-01-06T14:00,Brussels,0.7,0.0,0.0,10.5,20.9,1
2026-01-06T15:00,Brussels,0.6,0.0,0.0,10.7,24.8,1
2026-01-06T16:00,Brussels,0.1,0.0,0.0,10.1,24.5,0
2026-01-06T17:00,Brussels,-1.0,0.0,0.0,9.3,22.0,0
2026-01-06T18:00,Brussels,-2.1,0.0,0.0,10.3,20.2,0
2026-01-06T19:00,Brussels,-2.4,0.0,0.0,11.0,21.2,0
2026-01-06T20:00,Brussels,-2.3,0.0,0.0,12.6,23.4,0
2026-01-06T21:00,Brussels,-2.5,0.0,0.0,13.5,26.6,0
2026-01-06T22:00,Brussels,-2.5,0.0,0.0,14.6,28.8,1
2026-01-06T23:00,Brussels,-2.4,0.0,0.0,16.2,32.4,2
2026-01-07T00:00,Brussels,-1.8,0.0,0.0,17.9,36.0,1
2026-01-07T01:00,Brussels,-1.6,0.0,0.0,19.2,38.9,3
2026-01-07T02:00,Brussels,-0.6,0.0,0.0,19.4,39.2,3
2026-01-07T03:00,Brussels,-0.4,0.0,0.0,20.8,43.2,3
2026-01-07T04:00,Brussels,-0.5,0.0,0.0,21.1,43.2,3
2026-01-07T05:00,Brussels,-0.6,0.0,0.0,22.1,46.4,3
2026-01-07T06:00,Brussels,-0.7,0.1,0.0,22.7,46.8,71
2026-01-07T07:00,Brussels,-0.9,0.0,0.0,24.8,52.2,3
2026-01-07T08:00,Brussels,-1.0,0.0,0.0,25.3,51.5,3
2026-01-07T09:00,Brussels,-0.9,0.0,0.0,25.2,53.6,3
2026-01-07T10:00,Brussels,-1.0,0.4,0.0,27.9,59.0,73
2026-01-07T11:00,Brussels,-0.9,2.0,0.0,27.0,63.0,75
2026-01-07T12:00,Brussels,-0.8,1.0,0.0,27.2,58.0,73
2026-01-07T13:00,Brussels,-0.8,0.2,0.0,27.1,58.0,71
2026-01-07T14:00,Brussels,-0.9,0.0,0.0,22.4,56.9,3
2026-01-07T15:00,Brussels,-0.7,0.0,0.0,21.0,49.0,3
2026-01-07T16:00,Brussels,-0.7,0.0,0.0,18.9,46.1,3
2026-01-07T17:00,Brussels,-0.3,0.0,0.0,18.5,40.3,3
2026-01-07T18:00,Brussels,-0.1,0.0,0.0,19.3,40.0,3
2026-01-07T19:00,Brussels,0.3,0.0,0.0,20.0,41.0,2
2026-01-07T20:00,Brussels,0.4,0.0,0.0,18.6,40.7,2
2026-01-07T21:00,Brussels,0.2,0.0,0.0,17.3,37.8,1
2026-01-07T22:00,Brussels,0.1,0.0,0.0,16.7,34.6,3
2026-01-07T23:00,Brussels,0.3,0.0,0.0,16.8,33.8,2
2026-01-08T00:00,Brussels,0.1,0.0,0.0,16.8,33.5,3
2026-01-08T01:00,Brussels,0.3,0.0,0.0,16.0,33.1,1
2026-01-08T02:00,Brussels,0.4,0.0,0.0,14.4,31.7,0
2026-01-08T03:00,Brussels,-0.1,0.0,0.0,13.9,27.7,3
2026-01-08T04:00,Brussels,-0.3,0.0,0.0,14.1,27.4,3
2026-01-08T05:00,Brussels,-0.1,0.0,0.0,14.0,27.4,3
2026-01-08T06:00,Brussels,0.1,0.0,0.0,13.2,27.0,3
2026-01-08T07:00,Brussels,0.1,0.0,0.0,11.6,25.6,2
2026-01-08T08:00,Brussels,0.2,0.0,0.0,11.7,22.7,3
2026-01-08T09:00,Brussels,0.1,0.0,0.0,10.0,22.7,3
2026-01-08T10:00,Brussels,0.3,0.0,0.0,9.6,19.1,3
2026-01-08T11:00,Brussels,1.0,0.0,0.0,9.2,18.0,3
2026-01-08T12:00,Brussels,1.6,0.0,0.0,8.8,18.0,3
2026-01-08T13:00,Brussels,1.8,0.0,0.0,9.5,18.7,3
2026-01-08T14:00,Brussels,2.1,0.1,0.1,7.3,19.1,51
2026-01-08T15:00,Brussels,2.0,0.0,0.0,7.2,14.0,3
2026-01-08T16:00,Brussels,2.2,0.0,0.0,7.2,14.8,3
2026-01-08T17:00,Brussels,2.1,0.1,0.1,9.8,18.7,51
2026-01-08T18:00,Brussels,2.0,0.4,0.4,11.4,22.0,51
2026-01-08T19:00,Brussels,2.4,0.5,0.5,14.3,27.0,53
2026-01-08T20:00,Brussels,2.9,1.2,1.2,15.1,27.7,55
2026-01-08T21:00,Brussels,2.9,1.3,1.3,15.4,29.5,61
2026-01-08T22:00,Brussels,3.0,1.5,1.5,18.1,34.9,61
2026-01-08T23:00,Brussels,3.6,2.1,2.1,18.3,36.7,61
2026-01-09T00:00,Brussels,4.9,1.0,1.0,21.5,42.5,55
2026-01-09T01:00,Brussels,6.5,1.9,1.9,23.6,47.9,61
2026-01-09T02:00,Brussels,6.3,0.2,0.2,21.5,59.8,51
2026-01-09T03:00,Brussels,7.3,0.1,0.1,26.1,53.3,51
2026-01-09T04:00,Brussels,6.4,0.0,0.0,25.7,52.9,3
2026-01-09T05:00,Brussels,5.6,0.4,0.4,28.8,58.3,51
2026-01-09T06:00,Brussels,5.3,0.7,0.7,33.0,68.4,53
2026-01-09T07:00,Brussels,5.2,0.2,0.2,32.8,69.8,51
2026-01-09T08:00,Brussels,5.1,0.5,0.5,32.8,68.4,53
2026-01-09T09:00,Brussels,3.7,1.9,1.9,41.3,85.3,61
2026-01-09T10:00,Brussels,3.9,2.8,2.8,37.2,85.0,63
2026-01-09T11:00,Brussels,4.6,0.9,0.9,32.3,76.7,53
2026-01-09T12:00,Brussels,4.9,0.3,0.3,28.2,65.5,51
2026-01-09T13:00,Brussels,4.6,1.1,1.1,26.8,57.6,55
2026-01-09T14:00,Brussels,2.0,1.5,1.5,25.5,54.0,61
2026-01-09T15:00,Brussels,2.7,1.2,1.2,23.3,50.8,55
2026-01-09T16:00,Brussels,3.6,1.3,1.3,18.9,45.0,61
2026-01-09T17:00,Brussels,4.1,1.3,1.3,17.8,38.2,61
2026-01-09T18:00,Brussels,4.1,1.2,1.2,17.3,36.4,55
2026-01-09T19:00,Brussels,3.7,1.4,1.4,18.7,38.2,61
2026-01-09T20:00,Brussels,2.9,1.4,1.4,18.7,40.7,61
2026-01-09T21:00,Brussels,2.8,0.7,0.7,17.5,38.9,53
2026-01-09T22:00,Brussels,3.0,0.9,0.9,16.5,36.0,53
2026-01-09T23:00,Brussels,2.6,1.3,1.3,14.7,34.6,61
2026-01-10T00:00,Brussels,1.8,1.0,0.9,15.4,31.0,71
2026-01-10T01:00,Brussels,1.2,0.6,0.4,16.0,31.3,71
2026-01-10T02:00,Brussels,0.7,0.5,0.2,16.7,34.6,73
2026-01-10T03:00,Brussels,0.4,0.4,0.0,14.7,34.6,73
2026-01-10T04:00,Brussels,0.1,0.3,0.0,13.6,29.9,73
2026-01-10T05:00,Brussels,-0.2,0.2,0.0,13.4,28.8,71
2026-01-10T06:00,Brussels,-0.6,0.2,0.0,12.9,27.7,71
2026-01-10T07:00,Brussels,-1.0,0.2,0.0,12.7,27.4,71
2026-01-10T08:00,Brussels,-1.1,0.2,0.0,12.4,29.2,71
2026-01-10T09:00,Brussels,-1.5,0.1,0.0,12.0,27.4,71
2026-01-10T10:00,Brussels,-1.7,0.2,0.0,12.0,27.0,71
2026-01-10T11:00,Brussels,-1.8,0.1,0.0,10.8,28.1,71
2026-01-10T12:00,Brussels,-1.7,0.1,0.0,13.0,29.2,71
2026-01-10T13:00,Brussels,-1.6,0.0,0.0,13.2,29.9,3
2026-01-10T14:00,Brussels,-1.5,0.0,0.0,12.1,29.9,3
2026-01-10T15:00,Brussels,-1.8,0.0,0.0,11.5,28.1,3
2026-01-10T16:00,Brussels,-1.8,0.0,0.0,11.2,27.4,3
2026-01-10T17:00,Brussels,-1.8,0.0,0.0,9.5,25.6,3
2026-01-10T18:00,Brussels,-1.9,0.0,0.0,7.4,23.0,3
2026-01-10T19:00,Brussels,-2.0,0.0,0.0,6.6,19.1,3
2026-01-10T20:00,Brussels,-2.2,0.0,0.0,7.5,17.3,3
2026-01-10T21:00,Brussels,-2.3,0.0,0.0,6.1,18.0,3
2026-01-10T22:00,Brussels,-2.3,0.0,0.0,6.1,16.2,3
2026-01-10T23:00,Brussels,-2.2,0.0,0.0,5.9,16.2,2
2026-01-11T00:00,Brussels,-3.6,0.0,0.0,1.5,14.0,2
2026-01-11T01:00,Brussels,-3.7,0.0,0.0,1.7,4.7,3
2026-01-11T02:00,Brussels,-2.8,0.0,0.0,0.2,6.1,3
2026-01-11T03:00,Brussels,-2.9,0.0,0.0,2.2,5.4,3
2026-01-11T04:00,Brussels,-3.1,0.0,0.0,3.0,7.6,3
2026-01-11T05:00,Brussels,-2.9,0.0,0.0,4.3,10.8,3
2026-01-11T06:00,Brussels,-3.0,0.0,0.0,3.5,10.1,3
2026-01-11T07:00,Brussels,-2.6,0.0,0.0,6.1,14.0,3
2026-01-11T08:00,Brussels,-2.1,0.0,0.0,7.1,16.6,3
2026-01-11T09:00,Brussels,-2.0,0.0,0.0,7.9,17.3,3
2026-01-11T10:00,Brussels,-2.0,0.0,0.0,10.6,26.3,3
2026-01-11T11:00,Brussels,-1.7,0.0,0.0,12.3,29.9,3
2026-01-11T12:00,Brussels,-1.2,0.0,0.0,16.0,35.6,3
2026-01-11T13:00,Brussels,-0.6,0.0,0.0,14.2,36.0,3
2026-01-11T14:00,Brussels,-0.2,0.0,0.0,16.8,34.2,3
2026-01-11T15:00,Brussels,0.7,0.0,0.0,18.0,40.7,3
2026-01-11T16:00,Brussels,0.8,0.0,0.0,17.7,41.0,3
2026-01-11T17:00,Brussels,0.5,0.0,0.0,14.9,42.1,3
2026-01-11T18:00,Brussels,0.1,0.0,0.0,16.6,34.6,3
2026-01-11T19:00,Brussels,-0.1,0.0,0.0,18.5,38.5,3
2026-01-11T20:00,Brussels,0.3,0.0,0.0,19.3,41.0,3
2026-01-11T21:00,Brussels,1.1,0.0,0.0,20.2,42.5,3
2026-01-11T22:00,Brussels,1.6,0.0,0.0,21.8,46.1,3
2026-01-11T23:00,Brussels,2.0,0.0,0.0,22.5,47.5,3
2026-01-12T00:00,Brussels,2.5,0.0,0.0,24.1,51.1,3
2026-01-12T01:00,Brussels,2.6,0.4,0.4,24.9,52.2,51
2026-01-12T02:00,Brussels,2.0,0.4,0.4,24.7,52.2,51
2026-01-12T03:00,Brussels,2.1,0.2,0.2,24.9,52.9,51
2026-01-12T04:00,Brussels,2.6,0.0,0.0,24.3,51.5,3
2026-01-12T05:00,Brussels,3.0,0.1,0.1,23.6,50.8,51
2026-01-12T06:00,Brussels,3.3,1.1,1.1,24.1,49.7,55
2026-01-12T07:00,Brussels,3.6,0.2,0.2,24.3,49.3,51
2026-01-12T08:00,Brussels,3.4,0.0,0.0,22.5,49.3,3
2026-01-12T09:00,Brussels,3.8,0.0,0.0,21.1,45.7,3
2026-01-12T10:00,Brussels,4.2,0.0,0.0,19.6,42.5,3
2026-01-12T11:00,Brussels,4.9,0.0,0.0,20.2,40.3,3
2026-01-12T12:00,Brussels,5.6,0.0,0.0,20.0,40.3,3
2026-01-12T13:00,Brussels,6.4,0.0,0.0,20.0,39.2,3
2026-01-12T14:00,Brussels,6.6,0.0,0.0,17.7,40.0,3
2026-01-12T15:00,Brussels,6.9,0.4,0.4,18.3,35.6,51
2026-01-12T16:00,Brussels,7.3,0.7,0.7,18.1,35.6,53
2026-01-12T17:00,Brussels,7.7,1.3,1.3,19.0,36.7,61
2026-01-12T18:00,Brussels,9.3,1.1,1.1,26.1,51.1,55
2026-01-12T19:00,Brussels,9.8,1.0,1.0,26.4,56.9,55
2026-01-12T20:00,Brussels,9.6,1.0,1.0,19.5,53.3,55
2026-01-12T21:00,Brussels,9.3,0.4,0.4,17.8,38.5,51
2026-01-12T22:00,Brussels,9.1,0.1,0.1,17.7,35.6,51
2026-01-12T23:00,Brussels,8.4,0.0,0.0,15.6,34.9,3
2026-01-13T00:00,Brussels,7.8,0.0,0.0,16.2,31.3,0
2026-01-13T01:00,Brussels,7.6,0.0,0.0,17.2,33.5,0
2026-01-13T02:00,Brussels,8.2,0.0,0.0,14.8,34.2,1
2026-01-13T03:00,Brussels,8.2,0.0,0.0,15.8,30.6,3
2026-01-13T04:00,Brussels,8.2,0.0,0.0,15.5,31.0,3
2026-01-13T05:00,Brussels,8.0,0.0,0.0,14.0,29.9,3
2026-01-13T06:00,Brussels,8.0,0.0,0.0,15.5,30.6,3
2026-01-13T07:00,Brussels,8.5,0.0,0.0,16.7,32.4,3
2026-01-13T08:00,Brussels,9.5,0.0,0.0,15.4,36.4,3
2026-01-13T09:00,Brussels,9.1,0.0,0.0,16.2,32.0,3
2026-01-13T10:00,Brussels,8.4,0.0,0.0,15.8,32.0,3
2026-01-13T11:00,Brussels,8.4,0.0,0.0,17.4,34.2,3
2026-01-13T12:00,Brussels,9.2,0.0,0.0,17.2,35.6,3
2026-01-13T13:00,Brussels,9.5,0.0,0.0,15.2,36.0,3
2026-01-13T14:00,Brussels,10.2,0.0,0.0,13.6,33.1,3
2026-01-13T15:00,Brussels,10.6,0.0,0.0,12.8,29.5,3
2026-01-13T16:00,Brussels,10.6,0.0,0.0,12.1,29.2,3
2026-01-13T17:00,Brussels,10.8,0.0,0.0,15.6,33.1,3
2026-01-13T18:00,Brussels,10.7,0.0,0.0,16.7,35.6,3
2026-01-13T19:00,Brussels,10.3,0.0,0.0,16.6,35.3,3
2026-01-13T20:00,Brussels,10.4,0.0,0.0,16.8,35.6,3
2026-01-13T21:00,Brussels,10.1,0.0,0.0,16.3,35.6,3
2026-01-13T22:00,Brussels,9.6,0.0,0.0,16.4,34.9,3
2026-01-13T23:00,Brussels,9.9,0.0,0.0,17.0,36.4,3
2026-01-14T00:00,Brussels,9.9,0.0,0.0,16.3,36.4,3
2026-01-14T01:00,Brussels,9.8,0.0,0.0,16.6,36.0,3
2026-01-14T02:00,Brussels,9.6,0.0,0.0,15.4,35.6,3
2026-01-14T03:00,Brussels,9.3,0.2,0.2,14.6,32.4,51
2026-01-14T04:00,Brussels,9.0,0.2,0.2,14.4,31.0,51
2026-01-14T05:00,Brussels,8.9,0.3,0.3,15.8,32.4,51
2026-01-14T06:00,Brussels,8.6,0.4,0.4,16.3,33.5,51
2026-01-14T07:00,Brussels,8.4,0.2,0.2,14.3,33.1,51
2026-01-14T08:00,Brussels,8.3,0.1,0.1,10.2,28.8,51
2026-01-14T09:00,Brussels,7.7,0.1,0.1,8.1,19.8,51
2026-01-14T10:00,Brussels,7.0,0.0,0.0,7.0,16.9,3
2026-01-14T11:00,Brussels,6.7,0.0,0.0,3.3,15.1,3
2026-01-14T12:00,Brussels,6.9,0.0,0.0,2.4,8.6,3
2026-01-14T13:00,Brussels,7.0,0.0,0.0,2.2,8.3,3
2026-01-14T14:00,Brussels,7.2,0.0,0.0,1.1,9.0,3
2026-01-14T15:00,Brussels,7.5,0.0,0.0,2.3,8.3,3
2026-01-14T16:00,Brussels,7.5,0.1,0.1,4.0,9.4,51
2026-01-14T17:00,Brussels,7.4,0.1,0.1,6.0,11.9,51
2026-01-14T18:00,Brussels,7.6,0.0,0.0,7.1,13.7,3
2026-01-14T19:00,Brussels,8.3,0.0,0.0,9.1,17.3,3
2026-01-14T20:00,Brussels,8.7,0.0,0.0,10.6,24.8,3
2026-01-14T21:00,Brussels,8.9,0.0,0.0,12.6,24.1,3
2026-01-14T22:00,Brussels,8.4,0.0,0.0,14.2,26.6,3
2026-01-14T23:00,Brussels,8.2,0.0,0.0,15.9,30.6,3
2026-01-15T00:00,Brussels,8.5,0.0,0.0,16.2,31.7,3
2026-01-15T01:00,Brussels,8.8,0.0,0.0,20.2,39.6,3
2026-01-15T02:00,Brussels,9.2,0.0,0.0,18.7,41.8,3
2026-01-15T03:00,Brussels,9.0,0.0,0.0,16.2,38.2,0
2026-01-15T04:00,Brussels,8.7,0.0,0.0,16.5,32.8,2
2026-01-15T05:00,Brussels,8.8,0.0,0.0,19.1,38.9,3
2026-01-15T06:00,Brussels,8.8,0.0,0.0,19.8,40.7,3
2026-01-15T07:00,Brussels,9.1,0.0,0.0,20.0,42.1,3
2026-01-15T08:00,Brussels,9.7,0.0,0.0,18.6,41.8,3
2026-01-15T09:00,Brussels,9.7,0.0,0.0,17.0,40.0,3
2026-01-15T10:00,Brussels,9.5,0.0,0.0,17.1,36.7,3
2026-01-15T11:00,Brussels,9.5,0.0,0.0,17.6,38.2,3
2026-01-15T12:00,Brussels,9.4,0.0,0.0,19.3,41.4,3
2026-01-15T13:00,Brussels,9.3,0.0,0.0,20.6,46.4,3
2026-01-15T14:00,Brussels,9.4,0.0,0.0,17.2,58.3,3
2026-01-15T15:00,Brussels,10.0,0.0,0.0,17.2,51.8,3
2026-01-15T16:00,Brussels,9.7,0.0,0.0,16.9,40.7,3
2026-01-15T17:00,Brussels,9.9,0.0,0.0,16.1,37.4,3
2026-01-15T18:00,Brussels,9.7,0.0,0.0,14.9,34.6,3
2026-01-15T19:00,Brussels,9.8,0.0,0.0,16.9,36.0,3
2026-01-15T20:00,Brussels,9.9,0.0,0.0,20.1,40.7,3
2026-01-15T21:00,Brussels,10.3,0.0,0.0,21.5,46.1,3
2026-01-15T22:00,Brussels,10.6,0.0,0.0,22.0,47.9,3
2026-01-15T23:00,Brussels,10.9,0.0,0.0,22.0,48.2,3
2026-01-16T00:00,Brussels,10.5,0.4,0.4,21.1,48.2,51
2026-01-16T01:00,Brussels,10.3,0.4,0.4,24.8,51.8,51
2026-01-16T02:00,Brussels,10.3,0.3,0.3,24.9,56.2,51
